ключ_клиента,total_spend,total_cashback,avg_cashback_rate,supermarket_share,diversity_score,n_active_categories,возраст,пол
337,2729246.0,81992.0,0.000582,0.3513070528246502,0.0961154222790747,3,26,M
338,5885303.0,85961.0,0.024443,0.3853988020689337,0.1461004807854035,10,51,F
339,1054554.0,31208.0,0.082324,0.3381267593614803,0.0324670612418873,17,22,M
340,4924655.0,36222.0,0.019379,0.2461797767726542,0.1285813371430395,7,36,F
341,145983.0,0.0,0.023295,0.4855671566605528,0.0837650404656065,14,29,F
342,1925492.0,71842.0,0.02013,0.4159788924299685,0.1115371613859654,2,42,F
343,2684437.0,9307.0,0.035438,0.2671811140135882,0.1278026698720186,10,39,F
344,724772.0,43707.0,0.030614,0.2340640020192491,0.1172255600074318,8,41,M
345,3688125.0,54508.0,0.022692,0.3818259448996488,0.1602974990404192,7,46,F
346,858646.0,7988.0,0.013047,0.1420466765762398,0.0782664078443338,5,28,M
347,3611579.0,0.0,0.039907,0.1753151402240237,0.104962384178455,1,44,F
348,2714363.0,0.0,0.016409,0.1500369408461723,0.1297209466723741,3,48,M
349,346087.0,17268.0,0.003649,0.36073249397599,0.1023020703143833,4,35,M
350,5945844.0,47893.0,0.036305,0.4362684857128537,0.1552264698395077,16,23,F
351,3322027.0,101446.0,0.020598,0.6276554291471073,0.0977360780066818,10,39,M
352,4136773.0,17060.0,0.017573,0.2141148036961965,0.1078816467205021,2,18,F
353,2286796.0,66130.0,0.054,0.1915003087676436,0.1153484246549138,5,15,F
354,1401248.0,0.0,0.065512,0.5595270313136367,0.1151779115412286,7,22,M
355,3245301.0,0.0,0.045965,0.4823121002502822,0.1598914328959171,4,25,F
356,2456248.0,67992.0,0.030685,0.2796770079835909,0.1285843081653286,10,21,F
357,213.0,0.0,0.079159,0.4842815135793347,0.0772765266487967,8,20,M
358,1498944.0,1844.0,0.057899,0.4807265939663601,0.0326671720958674,17,21,M
359,2382132.0,20452.0,0.052497,0.3713540251568201,0.1339208128226578,15,41,M
360,1812696.0,7463.0,0.07165,0.3692684141067947,0.0769370838688372,7,29,M
361,1405963.0,62085.0,0.051172,0.5000502808139461,0.0928638449229026,9,28,M
362,2918326.0,0.0,0.010412,0.3737184324868447,0.0793991749997057,12,35,F
363,3058148.0,33670.0,0.021695,0.0232522793373115,0.0914557639153748,3,39,M
364,213.0,12623.0,0.065069,0.0116871495761355,0.1236575446507695,5,20,F
365,4163102.0,0.0,0.096103,0.2506080453467244,0.2027674939468995,5,44,M
366,3356931.0,29102.0,0.023869,0.0,0.1012822873659185,3,44,F
367,5755468.0,79595.0,0.053021,0.525018792756043,0.1530346206281908,17,57,M
368,1427400.0,39878.0,0.087174,0.512541570735963,0.1609294213892284,13,37,M
369,2740659.0,6745.0,0.029522,0.2687113025800867,0.1162737902450818,13,40,F
370,1627087.0,56262.0,0.067178,0.2407491076930538,0.0333555015607912,4,57,F
371,3695697.0,25626.0,0.093976,0.3094722469480168,0.0760802073417467,10,36,F
372,6902786.0,35682.0,0.038269,0.2299492474696244,0.1249002536489036,17,18,F
373,4936385.0,43810.0,0.042805,0.2532995052932623,0.0869404089114649,3,30,M
374,1087069.0,25876.0,0.090221,0.4599331280218354,0.0946381470864538,10,46,M
375,1461608.0,6033.0,0.039051,0.2838587363005173,0.1053484226551488,15,30,F
376,2640784.0,43787.0,0.065755,0.1241666950164903,0.1225601349528328,4,37,M
377,1742194.0,23751.0,0.027197,0.2104395218206757,0.162534224060429,6,41,F
378,3377264.0,42119.0,0.075237,0.1628058589261178,0.0749708472782291,14,45,M
379,1595460.0,2936.0,0.022437,0.3834307902270228,0.1151397601836787,3,41,F
380,4939607.0,38186.0,0.005686,0.5216596646830991,0.1259955789502498,14,44,F
381,4156314.0,66518.0,0.031311,0.1754801725295235,0.0321684099952511,11,31,M
382,5565838.0,0.0,0.018147,0.4127591282096055,0.1893770108592913,7,28,M
383,1267448.0,0.0,0.017134,0.2858720603570326,0.1352286996912208,16,42,F
384,1316039.0,53740.0,0.041375,0.2050877334792086,0.1107815020316033,15,47,M
385,4494755.0,37044.0,0.048182,0.3988303574998209,0.0887378254550123,11,33,F
386,5146860.0,18279.0,0.065315,0.4244621447769484,0.122092749115502,4,38,F
387,3098273.0,53918.0,0.04184,0.3920792103994714,0.1218533178184211,2,22,M
388,2488378.0,0.0,0.030811,0.6210368578366587,0.1027805721943949,6,40,F
389,2525797.0,0.0,0.049248,0.2167226643261115,0.132093583293607,14,42,M
390,1281783.0,50648.0,0.006275,0.652165374314186,0.1016623104276089,4,37,F
391,2846859.0,12247.0,0.041558,0.4320338845633749,0.077611879101777,15,39,M
392,169501.0,37983.0,0.026477,0.2818875410003246,0.0923984387148272,12,30,M
393,3785571.0,0.0,0.066679,0.3440370094006428,0.0815901364435428,15,29,F
394,2065146.0,72571.0,0.025059,0.2063196067622619,0.1005409792709098,7,39,F
395,416204.0,20933.0,0.036237,0.4320915801529346,0.1987397209621762,7,37,M
396,6230306.0,16392.0,0.023009,0.4881831317084596,0.1265020643651245,1,21,M
397,2334639.0,16999.0,0.043221,0.397870603172222,0.0926795971740191,7,35,F
398,3498655.0,60807.0,0.052739,0.5857865518498077,0.0951806259439707,14,49,M
399,977833.0,51815.0,0.041758,0.4503761764185096,0.1376881162930462,8,45,M
400,708703.0,0.0,0.013074,0.1697520747766495,0.0951364452284139,7,36,M
401,5524867.0,50484.0,0.072582,0.4171384614117576,0.0497556580964501,15,29,F
402,1323061.0,3523.0,0.097421,0.2199834873369719,0.0642340377274985,10,25,M
403,3595590.0,0.0,0.087082,0.2641636617360692,0.1131093085241789,7,30,F
404,3789789.0,19742.0,0.036741,0.4819397509624027,0.0851611868342119,3,39,M
405,1288936.0,0.0,0.059136,0.0604508608030483,0.084700919905476,6,32,F
406,3288235.0,69524.0,0.008345,0.2223730902250601,0.1331952713303582,17,41,F
407,4954955.0,102055.0,0.007731,0.0,0.1280087196533201,13,41,F
408,4001187.0,46168.0,0.015529,0.2006269332591003,0.083493683012672,9,27,F
409,6362912.0,34257.0,0.05401,0.1891092095482403,0.1663190572938688,3,40,F
410,2226407.0,52602.0,0.023174,0.3411639579410518,0.1300856845692558,7,20,F
411,6074637.0,14768.0,0.044772,0.0064943454202979,0.1574769733721808,17,22,M
412,213.0,11869.0,0.034814,0.6256937905963311,0.1105369696197993,17,36,F
413,611873.0,54807.0,0.00048,0.035872337535544,0.0919105258585866,11,52,F
414,2757702.0,81256.0,0.033559,0.2077341883374735,0.1032749677860693,8,31,F
415,213.0,90586.0,0.072094,0.1821991957119415,0.0982078221633146,6,30,M
416,861737.0,10900.0,0.034741,0.4361975414349182,0.1103428596328129,15,42,F
417,568263.0,21922.0,0.017062,0.2946248421737003,0.0868339914330198,13,39,F
418,5924716.0,93732.0,0.026029,0.449043651209333,0.1081034694861554,14,30,F
419,2182069.0,0.0,0.059318,0.3364833373796736,0.1083837864186422,1,21,M
420,1754595.0,15609.0,0.001732,0.0,0.1109989368122946,1,30,M
421,1915521.0,36007.0,0.05707,0.4212797279011059,0.0674309555014337,2,24,M
422,2257430.0,41673.0,0.059248,0.2437995910993687,0.0535442805592628,16,39,M
423,3290853.0,24226.0,0.040399,0.204012753610542,0.1181397742662744,16,46,M
424,3526128.0,62006.0,0.021777,0.2766805742886962,0.1054011499722774,9,29,F
425,3170814.0,25166.0,0.000691,0.555258812732034,0.12573719377665,4,44,F
426,4584722.0,28476.0,0.057116,0.0102616592889031,0.136603371242875,5,43,M
427,5869521.0,7254.0,0.047247,0.2603154683824464,0.0487564277025836,8,46,F
428,4763007.0,39964.0,0.012709,0.2471625049490462,0.134175518801151,15,16,M
429,254477.0,29818.0,0.026589,0.0486005209575196,0.1244414776536092,5,31,M
430,1525741.0,30012.0,0.040973,0.1466502889387151,0.1080368809629181,9,41,M
431,561458.0,54130.0,0.019886,0.0712719326381756,0.1005086070017588,10,22,M
432,2210270.0,11592.0,0.043232,0.1408802435407745,0.0940060108736326,5,31,F
433,3250233.0,63091.0,0.040974,0.3427597415727925,0.087989847406421,1,22,M
434,6850675.0,21799.0,0.071267,0.3714686949698554,0.0783556149548514,4,34,F
435,3151416.0,93550.0,0.032177,0.2920310487620588,0.1255534910452489,6,35,M
436,4333469.0,62761.0,0.003897,0.3397898654050604,0.1343050063862161,14,24,F
437,431728.0,24367.0,0.013495,0.4320093625709088,0.1263650237749695,6,32,F
438,878306.0,6060.0,0.067285,0.630532754527036,0.1051081155401466,2,27,M
439,3424364.0,80071.0,0.006925,0.327622346743015,0.1093059159163712,16,50,M
440,5843099.0,5996.0,0.023889,0.5908434207080377,0.0785499109874372,4,36,F
441,4283150.0,71492.0,0.062444,0.2079322227169663,0.1556335598947425,13,39,F
442,5990752.0,8191.0,0.048052,0.2028835357899649,0.0698679486202934,13,44,F
443,2003638.0,0.0,0.018981,0.3806125175296982,0.0507439523400961,16,28,F
444,1963689.0,91272.0,0.055912,0.0734626715628655,0.0743797923720607,15,44,F
445,1273887.0,31540.0,0.026554,0.3699825078383302,0.1078088857424166,2,43,F
446,3915506.0,89475.0,0.052112,0.4892276194782349,0.0452370010767895,10,35,M
447,4091970.0,84408.0,0.044419,0.3871896719368533,0.0981160498200846,9,14,F
448,3208390.0,36966.0,0.044309,0.3926464652487824,0.1230069077034783,1,30,M
449,7534931.0,58685.0,0.034369,0.0527171030702579,0.188825195188373,2,27,F
450,2043995.0,24701.0,0.072915,0.435738681092179,0.1267617773892137,17,38,M
451,170232.0,26523.0,0.042321,0.5887161073098268,0.1214254132730667,9,25,F
452,2904421.0,60753.0,0.007322,0.3454051721661222,0.1262118097627123,16,51,M
453,227061.0,47798.0,0.004398,0.2450945748553349,0.074868827027571,4,31,F
454,3679048.0,32918.0,0.060423,0.4137425393954952,0.1692986458379504,6,41,M
455,1716859.0,67452.0,0.032365,0.33164237769513,0.1123661366717675,17,20,M
456,5034016.0,0.0,0.042347,0.6113429816829565,0.084914672775766,15,38,M
457,5685078.0,46942.0,0.038247,0.4212901724580958,0.1038526584279789,12,33,F
458,2653890.0,24855.0,0.030665,0.507296846074863,0.063290720811331,2,25,M
459,3857397.0,0.0,0.002064,0.2511658754550944,0.0763190437995133,12,39,M
460,5509105.0,12826.0,0.0729,0.4102920652225954,0.1432906762947299,8,42,M
461,4369515.0,26428.0,0.023192,0.2153987034070771,0.0775731894443812,1,38,F
462,5245234.0,14120.0,0.025073,0.2619301928143202,0.1253087861529425,12,35,F
463,4922554.0,56487.0,0.006314,0.0683785955590282,0.0846902602237827,9,35,F
464,2942744.0,40821.0,0.065607,0.2418461799955269,0.088165580959265,4,28,M
465,551051.0,0.0,0.059253,0.1565415137765931,0.1329903112021651,14,34,F
466,214808.0,0.0,0.089739,0.0,0.1499719444294982,7,43,F
467,6700787.0,33925.0,0.041569,0.5152296798753488,0.094869770894152,8,26,F
468,1843786.0,7131.0,0.050715,0.1714753279394803,0.1363347404684485,6,51,M
469,2096687.0,22085.0,0.020049,0.1484122680323635,0.1406460285770068,16,31,F
470,4869071.0,22144.0,0.026157,0.2129071143262269,0.1189652752842247,8,37,M
471,5060586.0,63203.0,0.041943,0.0119180832027798,0.0879299793119862,6,40,M
472,1631444.0,0.0,0.024747,0.2799485652321598,0.1589000423221109,2,33,M
473,2920580.0,15444.0,0.062233,0.3032858658277833,0.0546378260133772,3,45,M
474,4536473.0,0.0,0.016695,0.4824093190140252,0.0971053111095111,13,37,F
475,7822561.0,50448.0,0.067403,0.2765637691623788,0.1544215437439419,3,43,F
476,5290830.0,13957.0,0.045618,0.0460316340359326,0.08750659339979,9,29,M
477,1555888.0,12495.0,0.003466,0.338160117509202,0.126096581929591,9,41,M
478,672957.0,978.0,0.065594,0.1640501495493381,0.1342849308213137,3,39,M
479,3705622.0,60385.0,0.023727,0.5288304879759778,0.1145692878494388,1,26,M
480,4080805.0,53296.0,0.028288,0.0771795665793206,0.0805132888409889,4,35,F
481,1636516.0,0.0,0.021942,0.3116925677448401,0.0859253292510632,11,46,F
482,2937761.0,0.0,0.025359,0.4375033977157294,0.0949997599872389,3,30,M
483,3976688.0,0.0,0.038199,0.6399709066396233,0.1308069142310015,5,29,M
484,2644399.0,90022.0,0.009648,0.4330483307965453,0.1952576534609009,12,36,M
485,2695241.0,41687.0,0.025022,0.1402588825228989,0.1190273954059587,14,37,F
486,213.0,65582.0,0.062121,0.0293346628578602,0.1225910002635271,16,33,F
487,327780.0,24991.0,0.04167,0.3743955642456731,0.1091122585030702,1,23,F
488,213.0,61404.0,0.015036,0.3456353304159728,0.081507656135066,17,28,M
489,4173424.0,84981.0,0.037641,0.5565553174541851,0.1150936068613158,17,44,F
490,1814873.0,14310.0,0.046029,0.3086072075665921,0.0898869805653376,9,41,M
491,1337343.0,93003.0,0.063459,0.124589193680856,0.0894806013665399,1,41,F
492,4814488.0,53698.0,0.04109,0.4708380425869857,0.0885839254286297,15,39,F
493,730596.0,75460.0,0.005936,0.3687436665148234,0.0904060153787504,8,39,F
494,1359541.0,0.0,0.04303,0.2544001304693025,0.1102835905194355,6,41,M
495,3710151.0,87164.0,0.074459,0.2292889149740124,0.0542287865912695,3,32,F
496,2254756.0,7193.0,0.061366,0.4546969325078683,0.0797952238910836,14,40,F
497,4525880.0,0.0,0.042814,0.1765012153885777,0.0624798532561658,13,14,M
498,2297066.0,62310.0,0.0233,0.2951908534951316,0.0812470182671837,9,16,F
499,6344929.0,2225.0,0.085925,0.0,0.1114491085412145,11,24,M
500,3792025.0,49410.0,0.050481,0.4135252446697334,0.080221861603838,1,27,M
